"ID";"Joining Date";"Account Type";"Ethnicity";"Date of Birth"
"539530";"20/06/2023";"Basic";"Other";"02/03/1983"
"564633";"20/06/2023";"Gold";"Black";"01/06/2011"
"214055";"21/06/2023";"Basic";"Asian";"04/12/1976"
"628497";"21/06/2023";"Platinum";"Asian";"26/10/2005"
"717206";"21/06/2023";"Platinum";"Black";"19/06/1963"
"881325";"21/06/2023";"Basic";"Other";"11/07/1981"
"311336";"22/06/2023";"Platinum";"Black";"12/11/2018"
"785906";"22/06/2023";"Basic";"Asian";"20/06/1967"
"868733";"22/06/2023";"Basic";"Asian";"17/02/1967"
"949894";"22/06/2023";"Gold";"Asian";"21/12/1946"
"314997";"23/06/2023";"Gold";"Other";"31/07/2001"
"725200";"23/06/2023";"Basic";"Asian";"26/03/1952"
"325644";"24/06/2023";"Basic";"White";"20/03/1995"
"436308";"24/06/2023";"Basic";"White";"03/10/1959"
"560440";"24/06/2023";"Basic";"Asian";"30/05/1979"
"304982";"25/06/2023";"Platinum";"Other";"08/04/1979"
"338686";"25/06/2023";"Gold";"White";"17/12/1979"
"343987";"25/06/2023";"Gold";"Other";"31/07/2010"
"503844";"25/06/2023";"Basic";"Asian";"02/10/1981"
"603071";"25/06/2023";"Basic";"Other";"07/05/1969"
"345349";"26/06/2023";"Basic";"Black";"22/02/2013"
"729571";"26/06/2023";"Platinum";"Black";"01/08/2004"
"809555";"26/06/2023";"Basic";"Other";"07/05/1952"
"925655";"26/06/2023";"Gold";"Asian";"26/12/2017"
"970794";"26/06/2023";"Platinum";"Asian";"01/11/1969"
"234458";"27/06/2023";"Basic";"White";"29/05/2010"
"339084";"27/06/2023";"Platinum";"Asian";"06/10/1963"
"667852";"27/06/2023";"Basic";"Black";"28/03/1947"
"223660";"28/06/2023";"Gold";"White";"20/10/1986"
"336329";"28/06/2023";"Platinum";"White";"23/01/1947"
"791553";"28/06/2023";"Gold";"White";"24/09/1982"
"957074";"28/06/2023";"Gold";"Other";"18/09/1964"
"131132";"29/06/2023";"Platinum";"White";"06/08/1949"
"221128";"29/06/2023";"Basic";"Black";"16/08/1978"
"460383";"29/06/2023";"Basic";"Black";"16/08/1994"
"601428";"29/06/2023";"Platinum";"White";"23/12/1980"
"549280";"30/06/2023";"Platinum";"Black";"03/12/1971"
"561709";"30/06/2023";"Basic";"Asian";"23/11/1959"
"700604";"30/06/2023";"Gold";"White";"24/08/1969"
"993112";"30/06/2023";"Platinum";"Asian";"02/10/1942"
"489429";"01/07/2023";"Platinum";"Black";"16/11/2007"
"858519";"01/07/2023";"Gold";"White";"27/01/2000"
"111490";"02/07/2023";"Basic";"Black";"01/03/1946"
"116248";"02/07/2023";"Basic";"White";"04/02/2004"
"211683";"02/07/2023";"Basic";"Other";"04/09/2005"
"242782";"03/07/2023";"Platinum";"Other";"04/11/1942"
"766091";"03/07/2023";"Basic";"White";"24/10/2013"
"814161";"03/07/2023";"Gold";"Black";"02/12/1999"
"220423";"04/07/2023";"Platinum";"Other";"23/05/1940"
"245830";"06/07/2023";"Basic";"Asian";"02/09/1972"
"656301";"07/07/2023";"Gold";"Asian";"31/01/1994"
"681753";"07/07/2023";"Basic";"Black";"01/09/2019"
"890720";"07/07/2023";"Gold";"White";"20/09/1967"
"597729";"08/07/2023";"Basic";"Other";"07/02/1958"
"849187";"08/07/2023";"Platinum";"Other";"27/10/1951"
"970978";"08/07/2023";"Platinum";"White";"28/01/1945"
"158161";"09/07/2023";"Basic";"White";"15/10/2014"
"514489";"10/07/2023";"Basic";"Black";"03/05/2005"
"563716";"11/07/2023";"Platinum";"Asian";"03/02/1989"
"656037";"11/07/2023";"Platinum";"White";"17/08/1961"
"192752";"12/07/2023";"Basic";"Asian";"29/08/1981"
"194837";"12/07/2023";"Platinum";"Other";"28/06/1962"
"256154";"12/07/2023";"Gold";"Asian";"30/03/1957"
"823045";"12/07/2023";"Basic";"Black";"23/01/1990"
"306535";"13/07/2023";"Basic";"Asian";"23/12/1977"
"704346";"13/07/2023";"Gold";"Other";"04/11/1978"
"960910";"13/07/2023";"Basic";"Black";"16/12/1997"
"428393";"14/07/2023";"Basic";"Black";"12/05/2008"
"465769";"14/07/2023";"Platinum";"White";"10/02/1979"
"751597";"14/07/2023";"Basic";"White";"25/12/1966"
"788351";"14/07/2023";"Platinum";"White";"07/05/1985"
"212881";"16/07/2023";"Platinum";"Black";"19/03/2002"
"424911";"16/07/2023";"Platinum";"Asian";"21/03/1947"
"466664";"16/07/2023";"Basic";"Asian";"14/05/1981"
"593940";"16/07/2023";"Gold";"Black";"18/03/1981"
"990258";"16/07/2023";"Gold";"Black";"03/12/1998"
"124765";"17/07/2023";"Basic";"Black";"15/10/1965"
"494955";"17/07/2023";"Platinum";"Other";"02/07/1985"
"516450";"17/07/2023";"Gold";"Black";"12/01/1986"
"619806";"17/07/2023";"Platinum";"Asian";"11/02/1974"
"760048";"17/07/2023";"Basic";"Black";"17/04/2011"
"822881";"17/07/2023";"Gold";"Other";"26/03/2012"
"993957";"17/07/2023";"Platinum";"Asian";"07/03/1944"
"783242";"18/07/2023";"Basic";"Other";"12/02/1952"
"914893";"18/07/2023";"Basic";"White";"03/01/1969"
"112430";"19/07/2023";"Basic";"White";"08/12/1948"
"228463";"19/07/2023";"Gold";"Other";"20/11/2011"
"481921";"19/07/2023";"Gold";"Asian";"05/05/1970"
"854139";"19/07/2023";"Platinum";"Other";"12/07/1978"
"114484";"20/07/2023";"Basic";"Black";"19/01/1987"
"751067";"20/07/2023";"Platinum";"Black";"06/09/2000"
"798734";"20/07/2023";"Gold";"Black";"05/11/1957"
"142608";"21/07/2023";"Gold";"Black";"16/08/1994"
"415942";"22/07/2023";"Basic";"Asian";"16/09/1947"
"316468";"23/07/2023";"Gold";"Asian";"22/09/1963"
"217393";"24/07/2023";"Platinum";"Asian";"29/10/1947"
"754172";"24/07/2023";"Basic";"White";"21/07/2011"
"210727";"25/07/2023";"Platinum";"White";"06/04/1968"
"543731";"25/07/2023";"Gold";"Asian";"18/05/1989"
"703312";"25/07/2023";"Gold";"Other";"18/12/2012"
"792923";"25/07/2023";"Basic";"White";"16/10/1958"
"489883";"26/07/2023";"Basic";"Asian";"21/11/1972"
"591539";"26/07/2023";"Basic";"White";"07/11/1986"
"419675";"27/07/2023";"Gold";"Black";"19/06/1965"
"739156";"27/07/2023";"Platinum";"White";"20/10/1976"
"306044";"28/07/2023";"Platinum";"Asian";"13/05/1993"
"115578";"29/07/2023";"Gold";"Black";"02/09/1961"
"572462";"29/07/2023";"Platinum";"Black";"29/05/1965"
"759212";"29/07/2023";"Platinum";"White";"06/10/2017"
"344841";"30/07/2023";"Basic";"White";"09/12/2002"
"879426";"31/07/2023";"Gold";"Other";"28/09/1996"
"964885";"31/07/2023";"Basic";"Asian";"05/01/1990"
"115026";"01/08/2023";"Basic";"Asian";"26/02/1993"
"647719";"01/08/2023";"Gold";"Black";"20/07/2000"
"107924";"02/08/2023";"Gold";"Black";"02/09/1975"
"222493";"02/08/2023";"Platinum";"Asian";"06/12/1941"
"604078";"02/08/2023";"Basic";"Asian";"18/09/1997"
"660049";"02/08/2023";"Basic";"Asian";"21/11/1984"
"499227";"03/08/2023";"Gold";"Other";"12/09/1978"
"425443";"04/08/2023";"Platinum";"Black";"17/07/1977"
"699074";"04/08/2023";"Basic";"Other";"13/08/1972"
"825747";"04/08/2023";"Basic";"Black";"07/10/1958"
"970285";"04/08/2023";"Basic";"Other";"21/08/1988"
"201221";"06/08/2023";"Gold";"Black";"10/11/1941"
"618456";"06/08/2023";"Basic";"Asian";"13/03/2009"
"896280";"06/08/2023";"Basic";"Other";"24/09/1996"
"973817";"07/08/2023";"Gold";"Black";"26/07/1990"
"162027";"08/08/2023";"Gold";"Other";"15/03/1992"
"642548";"08/08/2023";"Gold";"Black";"01/06/2017"
"273251";"09/08/2023";"Basic";"Asian";"23/03/1963"
"557275";"09/08/2023";"Platinum";"Other";"09/09/1999"
"239999";"10/08/2023";"Platinum";"Black";"07/09/1988"
"717582";"10/08/2023";"Basic";"Other";"05/08/1950"
"881809";"10/08/2023";"Basic";"White";"29/10/1961"
"150324";"11/08/2023";"Gold";"White";"13/06/2017"
"121769";"13/08/2023";"Gold";"Asian";"31/12/1948"
"202400";"13/08/2023";"Basic";"White";"28/06/1962"
"485343";"14/08/2023";"Gold";"Other";"21/06/1945"
"121392";"15/08/2023";"Gold";"Black";"06/04/1980"
"478868";"15/08/2023";"Gold";"Other";"27/10/1958"
"527503";"15/08/2023";"Gold";"White";"08/01/1967"
"716137";"15/08/2023";"Basic";"Other";"06/01/1987"
"333873";"16/08/2023";"Platinum";"Black";"31/08/1994"
"168221";"17/08/2023";"Gold";"Other";"26/02/2003"
"201146";"17/08/2023";"Basic";"Black";"01/07/1976"
"472221";"17/08/2023";"Platinum";"White";"12/10/1994"
"938419";"17/08/2023";"Basic";"White";"04/10/2003"
"124463";"18/08/2023";"Basic";"Other";"12/05/1943"
"732882";"18/08/2023";"Platinum";"White";"15/06/1950"
"883835";"18/08/2023";"Gold";"Asian";"18/11/1987"
"894124";"18/08/2023";"Gold";"Asian";"20/10/1981"
"720947";"19/08/2023";"Basic";"Other";"17/11/1997"
"786474";"19/08/2023";"Gold";"Other";"05/04/1992"
"422091";"20/08/2023";"Gold";"Asian";"09/03/2001"
"593067";"20/08/2023";"Gold";"Black";"01/10/2019"
"813986";"20/08/2023";"Gold";"Other";"02/05/1979"
"940236";"20/08/2023";"Platinum";"White";"28/12/1957"
"332370";"21/08/2023";"Basic";"White";"26/10/2002"
"853490";"21/08/2023";"Basic";"Black";"18/08/2011"
"398707";"22/08/2023";"Gold";"Black";"03/05/2012"
"497542";"22/08/2023";"Gold";"White";"19/05/2005"
"610368";"22/08/2023";"Basic";"Other";"15/07/1965"
"692114";"22/08/2023";"Platinum";"Asian";"10/09/1973"
"253699";"23/08/2023";"Gold";"Other";"31/12/1954"
"488809";"23/08/2023";"Platinum";"Black";"24/07/2004"
"630270";"23/08/2023";"Platinum";"Other";"26/01/1964"
"850145";"23/08/2023";"Gold";"Other";"04/04/2019"
"982613";"23/08/2023";"Platinum";"White";"29/05/1949"
"146884";"24/08/2023";"Basic";"Black";"19/05/1961"
"340036";"25/08/2023";"Gold";"Other";"16/10/1952"
"374944";"25/08/2023";"Basic";"Black";"20/03/1965"
"378506";"26/08/2023";"Basic";"Other";"08/07/1968"
"435115";"26/08/2023";"Basic";"Other";"07/02/2012"
"465564";"26/08/2023";"Platinum";"Asian";"12/08/2015"
"534142";"26/08/2023";"Gold";"Black";"09/11/1954"
"673773";"26/08/2023";"Gold";"White";"22/09/1951"
"127539";"27/08/2023";"Platinum";"Other";"02/10/2001"
"166958";"27/08/2023";"Platinum";"Black";"02/05/1947"
"402835";"27/08/2023";"Platinum";"Other";"25/05/1941"
"911428";"27/08/2023";"Gold";"Black";"04/05/2005"
"103488";"28/08/2023";"Basic";"Other";"26/09/1957"
"151356";"28/08/2023";"Basic";"Asian";"11/02/2013"
"269274";"28/08/2023";"Platinum";"White";"08/01/2000"
"312324";"28/08/2023";"Gold";"White";"13/08/2016"
"698848";"28/08/2023";"Platinum";"White";"08/05/1970"
"793732";"28/08/2023";"Platinum";"Asian";"19/05/1986"
"935038";"28/08/2023";"Platinum";"Black";"24/01/2007"
"101744";"29/08/2023";"Basic";"Asian";"21/01/1945"
"900582";"29/08/2023";"Gold";"Asian";"09/12/1963"
"256547";"30/08/2023";"Gold";"Black";"21/08/2013"
"414182";"30/08/2023";"Gold";"White";"24/01/1973"
"549892";"30/08/2023";"Gold";"Asian";"05/07/1959"
"620952";"30/08/2023";"Platinum";"White";"05/09/1979"
"697757";"30/08/2023";"Gold";"Other";"03/02/1989"
"268478";"31/08/2023";"Gold";"Black";"14/06/1952"
"350315";"31/08/2023";"Gold";"Black";"11/04/2014"
"488622";"31/08/2023";"Gold";"Black";"19/02/1945"
"951213";"31/08/2023";"Basic";"Asian";"29/08/1982"
"319351";"01/09/2023";"Gold";"Black";"11/08/1961"
"569494";"01/09/2023";"Gold";"Black";"30/08/1976"
"428406";"02/09/2023";"Basic";"Asian";"08/08/1972"
"827538";"02/09/2023";"Gold";"White";"21/12/1982"
"889441";"02/09/2023";"Basic";"Asian";"23/09/2000"
"986393";"02/09/2023";"Basic";"Black";"14/12/2003"
"152219";"03/09/2023";"Basic";"Black";"18/11/1968"
"662004";"03/09/2023";"Platinum";"Black";"03/04/2014"
"451570";"04/09/2023";"Gold";"Other";"21/04/1974"
"145716";"05/09/2023";"Gold";"Asian";"20/03/1995"
"534626";"05/09/2023";"Platinum";"White";"25/06/1944"
"808972";"05/09/2023";"Platinum";"Other";"19/02/2006"
"947646";"05/09/2023";"Gold";"Asian";"14/04/1968"
"228727";"06/09/2023";"Platinum";"Other";"29/03/1964"
"734567";"06/09/2023";"Basic";"Black";"22/01/1976"
"974075";"06/09/2023";"Basic";"White";"24/03/1982"
"931023";"07/09/2023";"Platinum";"Black";"05/03/1985"
"166124";"08/09/2023";"Gold";"Black";"31/05/1966"
"212028";"08/09/2023";"Basic";"White";"19/02/2008"
"228495";"08/09/2023";"Basic";"Other";"07/04/2006"
"155384";"09/09/2023";"Platinum";"Asian";"04/07/1992"
"188536";"09/09/2023";"Basic";"Other";"25/12/1946"
"314233";"09/09/2023";"Platinum";"Asian";"16/12/2018"
"567696";"09/09/2023";"Gold";"Black";"17/09/1943"
"725517";"09/09/2023";"Basic";"White";"29/11/1943"
"960401";"09/09/2023";"Gold";"Black";"26/02/1991"
"350952";"10/09/2023";"Basic";"Black";"14/05/1997"
"652834";"10/09/2023";"Gold";"Black";"19/11/1982"
"169924";"11/09/2023";"Platinum";"White";"20/10/1977"
"274486";"11/09/2023";"Gold";"White";"11/04/2010"
"740085";"11/09/2023";"Platinum";"Other";"08/10/2002"
"541236";"12/09/2023";"Gold";"White";"13/04/1964"
"615502";"12/09/2023";"Basic";"Asian";"01/10/1973"
"743567";"12/09/2023";"Platinum";"Other";"19/09/1971"
"817709";"12/09/2023";"Platinum";"Other";"03/11/1988"
"445532";"13/09/2023";"Basic";"Black";"08/10/1972"
"528074";"13/09/2023";"Gold";"Other";"26/05/2013"
"325886";"14/09/2023";"Gold";"Asian";"19/05/1941"
"213378";"15/09/2023";"Basic";"Black";"03/07/1987"
"319379";"15/09/2023";"Gold";"Other";"06/05/1974"
"339282";"16/09/2023";"Basic";"Other";"31/10/1968"
"382180";"16/09/2023";"Platinum";"Other";"14/12/1975"
"442375";"16/09/2023";"Platinum";"White";"15/06/1985"
"660162";"16/09/2023";"Platinum";"White";"02/12/2001"
"796180";"16/09/2023";"Basic";"Other";"10/03/1944"
"148755";"17/09/2023";"Platinum";"White";"21/10/1970"
"163670";"17/09/2023";"Platinum";"White";"07/09/1970"
"232704";"17/09/2023";"Gold";"Black";"20/10/1956"
"252873";"17/09/2023";"Basic";"Other";"17/02/1946"
"375840";"17/09/2023";"Gold";"Asian";"08/03/1963"
"661243";"17/09/2023";"Gold";"Other";"17/11/2011"
"719232";"17/09/2023";"Platinum";"White";"06/03/1983"
"901811";"18/09/2023";"Basic";"White";"28/08/1968"
"497693";"19/09/2023";"Platinum";"Other";"14/03/1970"
"598899";"19/09/2023";"Basic";"Black";"10/01/1999"
"997703";"19/09/2023";"Platinum";"Other";"07/01/1998"
"307727";"20/09/2023";"Basic";"Other";"06/01/1972"
"356495";"20/09/2023";"Platinum";"White";"02/02/1981"
"720200";"21/09/2023";"Basic";"Other";"24/12/1996"
"207622";"22/09/2023";"Platinum";"White";"29/12/1959"
"391064";"23/09/2023";"Gold";"Other";"07/09/1959"
"546446";"23/09/2023";"Basic";"White";"31/03/1973"
"158323";"24/09/2023";"Platinum";"White";"07/05/1973"
"861502";"24/09/2023";"Basic";"Other";"07/05/1981"
"512357";"25/09/2023";"Basic";"White";"19/11/2009"
"701002";"25/09/2023";"Gold";"White";"02/03/1989"
"159537";"26/09/2023";"Gold";"Asian";"30/07/2012"
"909727";"26/09/2023";"Gold";"Asian";"20/01/2011"
"383716";"27/09/2023";"Platinum";"Asian";"22/06/2000"
"892110";"27/09/2023";"Gold";"Asian";"27/05/1955"
"272178";"28/09/2023";"Gold";"White";"03/03/1985"
"368497";"28/09/2023";"Basic";"Other";"29/07/1991"
"611755";"28/09/2023";"Platinum";"Other";"11/02/1949"
"826580";"28/09/2023";"Gold";"Black";"06/09/1975"
"159759";"29/09/2023";"Gold";"Black";"29/04/1993"
"314876";"29/09/2023";"Basic";"Asian";"13/02/2013"
"801185";"29/09/2023";"Basic";"Other";"17/03/1975"
"921939";"29/09/2023";"Gold";"Other";"05/02/1963"
"113596";"30/09/2023";"Basic";"Black";"19/11/2005"
"222775";"30/09/2023";"Basic";"White";"30/11/1960"
"385540";"30/09/2023";"Gold";"White";"01/02/1943"
"625210";"30/09/2023";"Gold";"Other";"23/12/1995"
"861565";"30/09/2023";"Basic";"Black";"19/05/1996"
"939708";"30/09/2023";"Basic";"White";"01/04/1971"
"119971";"01/10/2023";"Basic";"Asian";"21/05/1963"
"125311";"01/10/2023";"Basic";"Black";"01/05/2008"
"540772";"01/10/2023";"Gold";"Black";"15/05/1957"
"940125";"02/10/2023";"Gold";"Black";"22/09/1949"
"341542";"03/10/2023";"Gold";"Black";"26/12/1984"
"551306";"03/10/2023";"Gold";"White";"06/02/2008"
"644707";"03/10/2023";"Platinum";"White";"05/07/1995"
"673020";"04/10/2023";"Platinum";"Other";"30/11/1979"
"754452";"04/10/2023";"Basic";"Other";"13/11/1955"
"790504";"04/10/2023";"Platinum";"White";"13/06/1955"
"405774";"05/10/2023";"Gold";"Asian";"11/08/1993"
"439709";"05/10/2023";"Basic";"Other";"21/08/2009"
"933326";"05/10/2023";"Gold";"Other";"06/10/2010"
"251536";"06/10/2023";"Basic";"Asian";"14/05/1957"
"804299";"06/10/2023";"Gold";"Other";"04/11/1957"
"293767";"07/10/2023";"Platinum";"Asian";"16/01/2018"
"682556";"07/10/2023";"Gold";"Black";"30/09/1966"
"889600";"07/10/2023";"Gold";"Asian";"02/06/1946"
"900970";"07/10/2023";"Basic";"Asian";"27/02/1985"
"401721";"08/10/2023";"Platinum";"Other";"15/12/1955"
"803346";"08/10/2023";"Gold";"Other";"17/09/2015"
"848661";"08/10/2023";"Platinum";"Black";"02/12/1957"
"485637";"09/10/2023";"Basic";"White";"20/10/2001"
"942724";"09/10/2023";"Platinum";"Black";"23/05/1979"
"175875";"10/10/2023";"Gold";"Asian";"19/11/1970"
"234964";"10/10/2023";"Platinum";"Other";"14/09/1962"
"973755";"10/10/2023";"Platinum";"Black";"12/01/1998"
"326497";"11/10/2023";"Basic";"Black";"24/04/2013"
"691430";"11/10/2023";"Platinum";"Black";"25/04/1988"
"897163";"11/10/2023";"Platinum";"Other";"05/10/1986"
"111501";"12/10/2023";"Gold";"Black";"03/05/1999"
"182172";"12/10/2023";"Basic";"Other";"11/11/1940"
"543527";"12/10/2023";"Gold";"Other";"23/02/2013"
"769158";"12/10/2023";"Basic";"Asian";"09/03/1996"
"206041";"13/10/2023";"Gold";"White";"18/10/2010"
"261886";"13/10/2023";"Basic";"Asian";"23/05/1974"
"346957";"14/10/2023";"Platinum";"Asian";"29/12/1990"
"259388";"15/10/2023";"Platinum";"Black";"29/08/1984"
"963545";"15/10/2023";"Basic";"White";"19/12/2001"
"194394";"16/10/2023";"Gold";"Asian";"18/06/1991"
"285733";"16/10/2023";"Gold";"Black";"19/05/2000"
"677472";"16/10/2023";"Gold";"Black";"18/01/1996"
"832494";"16/10/2023";"Gold";"White";"23/06/1964"
"494925";"17/10/2023";"Platinum";"Asian";"29/11/1957"
"503279";"17/10/2023";"Gold";"White";"13/04/1967"
"172511";"18/10/2023";"Gold";"Other";"11/07/1945"
"435013";"18/10/2023";"Basic";"Black";"01/09/1998"
"848472";"18/10/2023";"Gold";"Other";"20/10/2009"
"851016";"18/10/2023";"Platinum";"White";"18/01/2010"
"762634";"19/10/2023";"Platinum";"White";"14/01/1980"
"229517";"20/10/2023";"Platinum";"Asian";"26/05/1969"
"238622";"20/10/2023";"Gold";"Asian";"27/10/1995"
"415762";"20/10/2023";"Basic";"Black";"03/11/1949"
"971397";"20/10/2023";"Platinum";"Other";"21/10/1970"
"559179";"22/10/2023";"Basic";"Other";"18/02/1979"
"577581";"22/10/2023";"Platinum";"White";"22/06/1960"
"701647";"22/10/2023";"Platinum";"Other";"27/04/1954"
"762315";"22/10/2023";"Gold";"White";"26/01/1940"
"167545";"23/10/2023";"Platinum";"White";"15/03/1987"
"182986";"23/10/2023";"Basic";"Other";"01/01/2006"
"189309";"24/10/2023";"Platinum";"Other";"29/01/1985"
"625189";"24/10/2023";"Gold";"Other";"19/07/1985"
"701314";"24/10/2023";"Platinum";"White";"27/03/1981"
"371271";"25/10/2023";"Basic";"Other";"28/08/2001"
"562722";"25/10/2023";"Platinum";"Asian";"09/08/2007"
"165263";"26/10/2023";"Platinum";"Other";"15/10/1970"
"693419";"26/10/2023";"Gold";"Black";"27/02/1950"
"703596";"26/10/2023";"Platinum";"White";"06/06/1948"
"142674";"27/10/2023";"Basic";"Other";"02/09/1987"
"388013";"27/10/2023";"Gold";"Black";"13/07/2018"
"423343";"27/10/2023";"Basic";"White";"25/07/1947"
"511264";"27/10/2023";"Platinum";"Other";"07/07/1957"
"593905";"27/10/2023";"Basic";"Black";"05/12/1961"
"802490";"27/10/2023";"Basic";"Other";"13/05/1970"
"158058";"28/10/2023";"Platinum";"Other";"07/02/1955"
"491387";"28/10/2023";"Platinum";"Asian";"04/11/2001"
"639158";"28/10/2023";"Platinum";"White";"29/09/1989"
"918029";"28/10/2023";"Gold";"Black";"21/11/1969"
"202437";"29/10/2023";"Platinum";"Other";"30/12/1976"
"213994";"29/10/2023";"Gold";"White";"16/04/1961"
"217539";"29/10/2023";"Basic";"White";"03/07/1954"
"293881";"29/10/2023";"Basic";"Black";"10/03/1963"
"507932";"29/10/2023";"Platinum";"Asian";"15/08/2005"
"825555";"29/10/2023";"Platinum";"Asian";"10/11/2019"
"920547";"29/10/2023";"Basic";"Asian";"28/12/1943"
"423637";"30/10/2023";"Basic";"Other";"30/01/1941"
"759289";"30/10/2023";"Platinum";"Asian";"09/08/1965"
"937520";"30/10/2023";"Gold";"Other";"08/02/1964"
"352431";"31/10/2023";"Basic";"Asian";"02/12/1970"
"897320";"31/10/2023";"Basic";"White";"13/04/1978"
"917106";"31/10/2023";"Platinum";"Asian";"16/10/1942"
"919938";"31/10/2023";"Gold";"White";"06/12/1995"
"221238";"01/11/2023";"Platinum";"Other";"28/12/1940"
"312962";"01/11/2023";"Gold";"White";"12/07/1978"
"381269";"01/11/2023";"Gold";"Black";"15/07/1983"
"190312";"03/11/2023";"Gold";"White";"21/01/2014"
"410607";"03/11/2023";"Gold";"Asian";"08/03/1958"
"531040";"03/11/2023";"Gold";"White";"17/07/1978"
"141629";"04/11/2023";"Basic";"Other";"09/03/1957"
"390727";"04/11/2023";"Basic";"Asian";"09/10/1972"
"689247";"04/11/2023";"Gold";"Black";"16/11/1985"
"791769";"04/11/2023";"Gold";"Black";"02/11/1968"
"918911";"04/11/2023";"Gold";"Black";"05/03/1954"
"959681";"04/11/2023";"Basic";"White";"30/11/1945"
"504043";"05/11/2023";"Basic";"Asian";"01/04/1986"
"601677";"05/11/2023";"Basic";"Other";"09/01/1964"
"892338";"05/11/2023";"Platinum";"White";"03/06/1961"
"595254";"06/11/2023";"Platinum";"Other";"06/05/1942"
"753388";"06/11/2023";"Platinum";"Asian";"16/05/1952"
"879093";"06/11/2023";"Gold";"Black";"21/09/1968"
"129983";"07/11/2023";"Basic";"Asian";"12/04/2001"
"279177";"07/11/2023";"Basic";"White";"26/02/1967"
"785851";"08/11/2023";"Basic";"Other";"12/06/1981"
"950849";"08/11/2023";"Gold";"Black";"30/07/1990"
"874417";"09/11/2023";"Platinum";"Other";"12/08/1985"
"335173";"11/11/2023";"Gold";"White";"28/01/1942"
"494788";"11/11/2023";"Gold";"Black";"05/05/1968"
"220298";"12/11/2023";"Gold";"Asian";"05/07/1978"
"112161";"13/11/2023";"Platinum";"Asian";"27/06/1967"
"713378";"13/11/2023";"Basic";"Black";"28/09/1977"
"963473";"13/11/2023";"Platinum";"White";"01/10/2014"
"168605";"14/11/2023";"Basic";"Black";"26/09/1983"
"753670";"14/11/2023";"Basic";"Black";"04/12/1991"
"848904";"14/11/2023";"Basic";"White";"06/01/1962"
"235138";"15/11/2023";"Platinum";"Asian";"23/04/1967"
"952333";"15/11/2023";"Gold";"Other";"05/03/2000"
"512023";"16/11/2023";"Gold";"Black";"05/04/1957"
"761978";"17/11/2023";"Gold";"Asian";"04/11/1991"
"664737";"19/11/2023";"Gold";"Black";"07/07/2000"
"755822";"19/11/2023";"Gold";"Black";"04/07/1942"
"774922";"19/11/2023";"Gold";"Black";"14/08/2011"
"260096";"20/11/2023";"Basic";"Black";"10/01/1955"
"748491";"20/11/2023";"Platinum";"Asian";"07/12/1957"
"829132";"20/11/2023";"Gold";"Other";"19/05/1991"
"271529";"21/11/2023";"Platinum";"Asian";"10/07/2012"
"694902";"21/11/2023";"Basic";"Asian";"30/03/2001"
"697830";"21/11/2023";"Gold";"White";"14/11/1948"
"701108";"21/11/2023";"Basic";"White";"29/10/1975"
"140062";"22/11/2023";"Platinum";"Black";"07/06/2012"
"145928";"23/11/2023";"Basic";"Other";"16/08/1941"
"345518";"23/11/2023";"Platinum";"Black";"22/12/1994"
"824746";"23/11/2023";"Platinum";"Black";"29/11/1984"
"450210";"24/11/2023";"Basic";"Other";"24/08/2018"
"575378";"24/11/2023";"Platinum";"White";"07/04/1974"
"983346";"24/11/2023";"Basic";"Asian";"19/08/1951"
"939786";"25/11/2023";"Gold";"Other";"16/06/1997"
"949651";"25/11/2023";"Platinum";"Other";"13/09/1940"
"311054";"26/11/2023";"Gold";"Black";"21/11/1956"
"720946";"26/11/2023";"Basic";"White";"07/06/1984"
"784400";"26/11/2023";"Gold";"Asian";"10/12/2002"
"808528";"26/11/2023";"Gold";"White";"05/04/1992"
"838906";"26/11/2023";"Gold";"White";"01/06/1976"
"224213";"27/11/2023";"Platinum";"Other";"17/01/1992"
"176117";"28/11/2023";"Gold";"Asian";"19/04/1966"
"669652";"28/11/2023";"Platinum";"Other";"28/05/2009"
"271596";"30/11/2023";"Gold";"White";"10/09/2000"
"943346";"30/11/2023";"Basic";"Other";"27/08/1957"
"441581";"01/12/2023";"Gold";"White";"06/07/2018"
"587714";"01/12/2023";"Gold";"White";"02/10/1952"
"174699";"02/12/2023";"Gold";"Asian";"13/03/1989"
"237507";"02/12/2023";"Basic";"Black";"06/04/1944"
"461508";"02/12/2023";"Gold";"Other";"12/07/1996"
"801415";"02/12/2023";"Gold";"Asian";"07/07/2010"
"130835";"04/12/2023";"Basic";"White";"07/06/1984"
"268700";"04/12/2023";"Gold";"White";"05/10/2008"
"548663";"04/12/2023";"Basic";"Asian";"31/05/1949"
"569923";"04/12/2023";"Gold";"Other";"30/12/1975"
"334199";"05/12/2023";"Gold";"White";"11/05/2003"
"343327";"05/12/2023";"Gold";"Asian";"12/06/1949"
"376499";"06/12/2023";"Platinum";"Asian";"27/01/1969"
"704040";"06/12/2023";"Basic";"Asian";"01/08/1993"
"926550";"06/12/2023";"Basic";"Asian";"31/10/1942"
"983034";"06/12/2023";"Platinum";"Asian";"13/11/1972"
"226854";"07/12/2023";"Gold";"White";"03/08/1988"
"306981";"07/12/2023";"Basic";"Other";"27/01/1983"
"511565";"07/12/2023";"Platinum";"Black";"17/03/1995"
"968967";"07/12/2023";"Gold";"Asian";"24/12/1992"
"147410";"08/12/2023";"Platinum";"White";"02/10/2008"
"285333";"08/12/2023";"Gold";"Other";"22/03/1948"
